subject,file,window_idx,alpha_power,beta_power,theta_power,alpha_beta_ratio,theta_beta_ratio,alpha_rel_power,beta_rel_power,theta_rel_power
Subject14,Subject14_2.edf,5,8.004992797789208e-11,1.6195736451101107e-10,7.109325556608675e-11,0.4942654396703874,0.43896278369763975,0.14939646060329204,0.3022595727164752,0.1326807034388831
Subject14,Subject14_2.edf,6,8.389630290635033e-11,1.7114709831724369e-10,8.044760555342521e-11,0.49019997260390286,0.470049485760518,0.16924338931228863,0.34525377146245306,0.16228635773280548
Subject14,Subject14_2.edf,7,7.845772423132872e-11,1.5421835390678554e-10,9.503265071771819e-11,0.508744401971448,0.6162214049772502,0.1311570544915721,0.2578054008718763,0.1588652063359908
Subject14,Subject14_2.edf,8,8.314410704124966e-11,1.8287075818007768e-10,9.216475045915936e-11,0.45466048190917135,0.5039884526994868,0.14547610643071665,0.31996646337030626,0.16125940278972764
Subject14,Subject14_2.edf,9,7.781143579869022e-11,1.6693664762972325e-10,9.796413267718608e-11,0.46611356405863164,0.5868341917017355,0.1361139826963454,0.2920189266992107,0.17136669081113964
Subject14,Subject14_2.edf,10,6.896853936846578e-11,1.5884464437217915e-10,8.834421853325382e-11,0.43418863532389435,0.5561674356880418,0.11622181765916614,0.2676758629862973,0.14887259831267258
Subject15,Subject15_2.edf,1,8.658388629552461e-11,1.4312879162652333e-10,9.201472491333405e-11,0.6049368915337064,0.6428806103067994,0.1417381782368828,0.2343024209972245,0.15062848340705634
Subject15,Subject15_2.edf,2,1.3094305850464936e-10,1.3712894761739938e-10,9.278767798289366e-11,0.9548899833315345,0.6766454464580202,0.20295615567070688,0.21254401995359626,0.1438169432734835
Subject15,Subject15_2.edf,3,1.5602953739563456e-10,1.3752466759675965e-10,9.424366954291928e-11,1.1345567316921907,0.685285565054075,0.24066648221739198,0.21212379733399322,0.14536537631744162
Subject15,Subject15_2.edf,4,1.4008508282832742e-10,1.4694470996802552e-10,9.11059846181729e-11,0.9533183117569137,0.6200017995748002,0.21240633149259652,0.2228073549758456,0.13814096104352558
Subject15,Subject15_2.edf,5,8.749537108277938e-11,1.4491419170205268e-10,9.79948684022977e-11,0.6037736542924114,0.6762268570891778,0.1442743216707658,0.238954317806144,0.16158732731793732
Subject15,Subject15_2.edf,6,1.6477974532321483e-10,1.5354418061710592e-10,9.694843988731332e-11,1.0731747999888521,0.6314041958325614,0.2345946555042147,0.21859873667053276,0.13802415953747157
Subject15,Subject15_2.edf,7,1.503807309755542e-10,1.4693512350907887e-10,9.722505006376255e-11,1.0234498558560263,0.661686925098989,0.2262209317724511,0.22103763118246478,0.1462577105082895
Subject15,Subject15_2.edf,8,1.305056597132531e-10,1.5329419824193735e-10,1.000644321055317e-10,0.851341154524856,0.652760725801276,0.19696166065322418,0.2313545628639918,0.1510191723725362
Subject15,Subject15_2.edf,9,8.718705163204267e-11,1.3860112799220873e-10,9.503184205355955e-11,0.6290500870739216,0.6856498459298371,0.14580278273403266,0.231782469679396,0.15892161462491503
Subject15,Subject15_2.edf,10,1.0838201226942402e-10,1.4464871303287437e-10,9.522351583830577e-11,0.7492774045268692,0.6583087664019817,0.17050957570395994,0.22756535119543356,0.1498082656212996
Subject16,Subject16_2.edf,1,9.842889791130733e-11,6.082609367767862e-11,1.3309772764566585e-10,1.6182018597624956,2.1881682613215188,0.2633164996447583,0.16272166420782966,0.35606238104899063
Subject16,Subject16_2.edf,2,9.370958701467243e-11,5.770679488574016e-11,1.1591993883219843e-10,1.6238917306050014,2.008774513672449,0.2752821154890365,0.16951999342128352,0.34052744234259547
Subject16,Subject16_2.edf,3,1.016053677054409e-10,6.491165170187606e-11,1.196810777840217e-10,1.565287048496169,1.843753388585592,0.28218901215603626,0.18027940142170476,0.33239075726345035
Subject16,Subject16_2.edf,4,9.480294690850629e-11,6.105317058242209e-11,1.0822601440098134e-10,1.5527931801759882,1.7726518273915959,0.28378944528876837,0.18276062061053402,0.3239709481004853
Subject16,Subject16_2.edf,5,9.836126694109887e-11,6.961992528619562e-11,1.1791045197239568e-10,1.4128321243775042,1.6936308318011828,0.26743905239060584,0.18929287335424927,0.3205922465529931
Subject16,Subject16_2.edf,6,9.971793700981296e-11,6.630475818781123e-11,1.1526586140748683e-10,1.5039333486045963,1.7384251833177802,0.2817966336539038,0.18737308665664265,0.3257340925198923
Subject16,Subject16_2.edf,7,1.0106278373282054e-10,6.450607638664367e-11,1.132320820154808e-10,1.5667172674874723,1.7553707861066885,0.287976866221393,0.18380908425373932,0.3226530967200369
Subject16,Subject16_2.edf,8,1.052980084972941e-10,6.761418305809438e-11,1.2590461269081655e-10,1.5573361051603865,1.8621035853178731,0.28057977120711086,0.18016648447138814,0.3354886566882888
Subject16,Subject16_2.edf,9,9.819095648320113e-11,6.438938371959115e-11,1.2287942850892202e-10,1.5249556807502958,1.9083802547955533,0.27288331652191133,0.17894508015318164,0.3414952576571395
Subject16,Subject16_2.edf,10,9.803302585312785e-11,6.446737344939589e-11,1.2508441929006933e-10,1.5206610818428883,1.9402747870324701,0.2714447660949236,0.17850444739860102,0.34634767866066934
Subject17,Subject17_2.edf,1,6.8886365062145e-11,4.57614339977812e-11,8.255302150231185e-11,1.5053366785989497,1.8039867698707723,0.217153702896668,0.14425590366852536,0.26023574169377234
Subject17,Subject17_2.edf,2,6.491922844842308e-11,4.6600085548205967e-11,8.774715188697642e-11,1.3931139328331634,1.882982635218672,0.22749423801417365,0.16329909037053464,0.30748935151472134
Subject17,Subject17_2.edf,3,8.564517900375917e-11,6.268610802738752e-11,9.818915992918134e-11,1.3662545290950405,1.5663623571315444,0.23172338061375233,0.1696048398589667,0.2656626367424092
Subject17,Subject17_2.edf,4,8.618281472921382e-11,6.313527970767253e-11,1.09266981016398e-10,1.3650500184406473,1.7306802396746064,0.22456759867898837,0.16451235899437672,0.2847182888938228
Subject17,Subject17_2.edf,5,7.053021296556856e-11,5.379891731411485e-11,1.1126226385516471e-10,1.310996884077889,2.06811343814857,0.18585829385964783,0.1417686770402771,0.29319370609554174
Subject17,Subject17_2.edf,6,7.912402533049957e-11,5.491374053381436e-11,1.2098940021514896e-10,1.4408784497529756,2.2032627724685234,0.1981196633608088,0.13749922028105455,0.3029469132886965
Subject17,Subject17_2.edf,7,6.886177370641539e-11,4.858442862439391e-11,1.165297279683924e-10,1.4173630452420378,2.398499504219416,0.16750719899908117,0.1181822819223261,0.2834601445982184
Subject17,Subject17_2.edf,8,7.112386963200859e-11,5.278385906416911e-11,1.216829023147834e-10,1.3474549018013937,2.305305153358606,0.18084117848887182,0.13420944793559159,0.30939373195533276
Subject17,Subject17_2.edf,9,7.946310335750977e-11,5.1176709296019356e-11,1.2567659060209643e-10,1.552720064470628,2.4557380169785916,0.1926819848874261,0.1240931892981737,0.30474036260764603
Subject17,Subject17_2.edf,10,6.879321525815626e-11,4.5932155418280944e-11,1.146539929346105e-10,1.4977136307166774,2.4961596487365876,0.17239181120131414,0.11510331993094179,0.2873162626472347
Subject18,Subject18_2.edf,1,2.7265452341693567e-10,2.2848296983296925e-10,3.336845049114408e-10,1.1933253651957418,1.4604349074916976,0.2854685821516637,0.23922107957944744,0.34936681522567437
Subject18,Subject18_2.edf,2,2.1419745396220166e-10,1.9424760558631547e-10,2.9287649671006995e-10,1.1027031881071054,1.507748297983153,0.2577389654625478,0.23373376284962158,0.35241168311771487
Subject18,Subject18_2.edf,3,2.957435875494982e-10,2.6574967862373086e-10,3.0775788848883464e-10,1.112865268854135,1.1580743581051787,0.2993602164639832,0.2689995139952749,0.311521439500683
Subject18,Subject18_2.edf,4,2.453600124762665e-10,2.3390197037601157e-10,2.731195150406688e-10,1.0489865138024936,1.1676665852861892,0.2901663935285126,0.2766159428272173,0.32299519339677657
Subject18,Subject18_2.edf,5,3.081545514265497e-10,2.904008309181256e-10,3.4255556747704554e-10,1.0611352262742992,1.1795956863967247,0.2963181146165408,0.279246327215928,0.329397763026037
Subject18,Subject18_2.edf,6,2.3950848880427116e-10,2.2736744113134388e-10,3.2866799113577937e-10,1.0533983564775826,1.445536746600042,0.2667653218804209,0.2532425840993781,0.36607146111960254
Subject18,Subject18_2.edf,7,2.762804350752521e-10,2.516758090315935e-10,3.700221721093886e-10,1.0977631745312872,1.4702333670175618,0.2732033354833044,0.24887274579961582,0.36590101501587496
Subject18,Subject18_2.edf,8,2.4647245579159065e-10,2.1321681263577558e-10,3.117786827281615e-10,1.155971017222847,1.4622612488854374,0.26513208927727167,0.22935876879875075,0.33538243970648757
Subject18,Subject18_2.edf,9,2.468274723700139e-10,2.1338692589918899e-10,3.4868364183339647e-10,1.1567131928533585,1.6340440744627724,0.2576748966118128,0.22276472526105215,0.3640073793121497
Subject18,Subject18_2.edf,10,2.4415594423482003e-10,2.1360788405662948e-10,3.2075463811759965e-10,1.1430099844540007,1.501604866010304,0.25687132395588097,0.22473235356608431,0.3374591956647803
Subject19,Subject19_2.edf,1,7.262090140276118e-11,1.3776862380909252e-10,9.28694689003623e-11,0.5271222096505279,0.674097383951897,0.14796316040360274,0.2806999168213753,0.1892190796048042
Subject19,Subject19_2.edf,2,7.643350449297617e-11,1.3834031357650387e-10,9.036314864553201e-11,0.5525034786819932,0.653194620637896,0.15715341481631795,0.2844387789036373,0.1857938802806677
Subject19,Subject19_2.edf,3,7.284826733350343e-11,1.3409105717406732e-10,9.19316014936099e-11,0.5432746140478039,0.6855908472275741,0.15371838099607316,0.2829478444625928,0.19398645240632487
Subject19,Subject19_2.edf,4,7.304057494611666e-11,1.3625671701767425e-10,9.259526043574185e-11,0.536051187382141,0.6795647397238482,0.15537590372160306,0.2898527367888068,0.19697369963413058
Subject19,Subject19_2.edf,5,7.83560006512282e-11,1.3074995416856064e-10,9.374000730590998e-11,0.5992812857908383,0.7169410337617552,0.1665086741895424,0.27784727829404876,0.1992001149280254
Subject19,Subject19_2.edf,6,7.403503402216401e-11,1.298819038947049e-10,9.24309935472661e-11,0.5700180841372954,0.7116541317580299,0.16243562129426317,0.28496573321898105,0.20279704145474434
Subject19,Subject19_2.edf,7,7.166944211338674e-11,1.3048788342803638e-10,9.088069122973938e-11,0.549242122950919,0.6964684294221062,0.14933007943483118,0.27188387997723823,0.18935853887293555
Subject19,Subject19_2.edf,8,7.386806055137488e-11,1.2552245634721254e-10,9.257827841270319e-11,0.5884848233613719,0.737543552817504,0.1570084335586836,0.2668011600738753,0.19677747549671756
Subject19,Subject19_2.edf,9,8.321539794284317e-11,1.4402342482586761e-10,9.228210756964259e-11,0.5777907173326509,0.6407437379108074,0.17262836042430119,0.29877316344096616,0.19143703353060126
Subject19,Subject19_2.edf,10,8.392673790558197e-11,1.5137620101589481e-10,9.647963466323978e-11,0.5544249184636988,0.6373500855204394,0.16846720034713317,0.30385935901646094,0.19366478845532728
Subject20,Subject20_2.edf,1,1.364482327496704e-11,1.1510782795397595e-11,1.3382565940901827e-11,1.1853949047168806,1.1626112818541443,0.16596008715520533,0.14000404970092495,0.16277028768756366
Subject20,Subject20_2.edf,2,1.6148366409624903e-11,1.2839411411868477e-11,1.755805128009807e-11,1.257718589397151,1.3675121636703522,0.20146068779503945,0.16017946263448607,0.21904736352284035
Subject20,Subject20_2.edf,3,1.4565509379837773e-11,1.4688222807978262e-11,1.652151887578381e-11,0.9916454543381631,1.1248140154035347,0.17137371097930196,0.17281752286524518,0.1943875718261486
Subject20,Subject20_2.edf,4,1.810172856655357e-11,1.661156490422044e-11,2.690310036075702e-11,1.089706398579855,1.6195403934473294,0.1675842904080262,0.15378847974686405,0.24906665499690284
Subject20,Subject20_2.edf,5,1.929368404003492e-11,1.6317212500791794e-11,2.779705202300048e-11,1.1824129911342818,1.7035417061371005,0.16022710011606994,0.13550857552940537,0.23084450995357136
Subject20,Subject20_2.edf,6,2.0755792803180492e-11,1.6675775485311358e-11,2.2325398744018877e-11,1.2446673212566914,1.3387922357004576,0.2150304172066275,0.17276135842428944,0.23129156528750255
Subject20,Subject20_2.edf,7,1.8634118469855167e-11,1.8539657041795004e-11,2.755385805256658e-11,1.0050951011578702,1.4862118533503803,0.1714681577922448,0.17059893894091555,0.25354616522298645
Subject20,Subject20_2.edf,8,2.266638856596017e-11,2.282361996866709e-11,1.9067721303612277e-11,0.9931110225756137,0.8354380825560969,0.225690324567068,0.22725588522997625,0.18985822100611974
Subject20,Subject20_2.edf,9,1.792476521115118e-11,1.656819666741672e-11,2.145368246611488e-11,1.0818778634129995,1.2948713065620494,0.20087163472830633,0.18566941936922224,0.24041800364724186
Subject20,Subject20_2.edf,10,1.8589859694392627e-11,1.8805542045728518e-11,1.7466733025115646e-11,0.9885309154710124,0.9288077409650115,0.2029691573854759,0.2053240361114713,0.19070655414651408
Subject21,Subject21_2.edf,1,1.2070215580279e-10,1.439633872642779e-10,1.3871906695395256e-10,0.8384225885239379,0.9635718469120333,0.19681877018428792,0.23474888782611628,0.22619741940315657
Subject21,Subject21_2.edf,2,1.167940407153784e-10,1.2015542895930098e-10,1.322444741564547e-10,0.9720246661092512,1.1006117268429754,0.19702264773815892,0.20269305358966525,0.22308635173039723
Subject21,Subject21_2.edf,3,1.0689732008144114e-10,1.134604171608462e-10,1.325184442048963e-10,0.9421551828943046,1.1679707119094462,0.19474118369592439,0.2066975666340641,0.24141670405153806
Subject21,Subject21_2.edf,4,1.0699940379536345e-10,1.328219956841929e-10,1.2061175851883452e-10,0.8055849729119634,0.9080706693009619,0.2015888962416608,0.2502391467320617,0.2272348294582849
Subject21,Subject21_2.edf,5,1.1103915267451324e-10,1.2786994639440745e-10,1.214272273745547e-10,0.8683756879980179,0.949615064356244,0.20614078287590137,0.23738663544478678,0.22542592509521342
Subject21,Subject21_2.edf,6,1.1634108480191872e-10,1.3912558656027464e-10,1.176094382855133e-10,0.8362306868083911,0.8453472951545135,0.22116659180923415,0.26448035846824997,0.22357775565263124
Subject21,Subject21_2.edf,7,1.1789128442763636e-10,1.3832341289695456e-10,1.0524442727843695e-10,0.8522872734166896,0.760857652903922,0.22844919137496972,0.2680424764048767,0.20394216947596938
Subject21,Subject21_2.edf,8,1.1329970385697534e-10,1.3603947589143452e-10,1.0302370655546122e-10,0.8328443131271211,0.757307435068911,0.22480988813131533,0.26993026738360104,0.20442019843974019
Subject21,Subject21_2.edf,9,1.1117821805351483e-10,1.2538278553619316e-10,9.6414938320652e-11,0.8867103851463084,0.7689647179901002,0.2324085212781224,0.2621019502774569,0.20154715227975994
Subject21,Subject21_2.edf,10,1.1543664833802316e-10,1.1987855343898756e-10,1.198658381226051e-10,0.9629466241163386,0.9998939316832104,0.20966645511481155,0.21773424389665927,0.21771114919190168
Subject22,Subject22_2.edf,1,1.7302164837366378e-10,2.868114929670948e-10,1.152033887412116e-10,0.6032591183279887,0.4016693597227242,0.255526463571934,0.4235766286967346,0.1701377532421275
Subject22,Subject22_2.edf,2,1.6584464663626048e-10,2.772533519344272e-10,1.056239814433619e-10,0.5981700328567503,0.3809655706825968,0.2597256252665239,0.43420032933800096,0.165415376256823
Subject22,Subject22_2.edf,3,1.6372404218105285e-10,2.7366690897068533e-10,1.0643609564166596e-10,0.5982602821687537,0.3889257054935611,0.252008510465085,0.42123556915984584,0.1638293409144748
Subject22,Subject22_2.edf,4,2.0716748884559874e-10,3.120085722100175e-10,1.0910921495018898e-10,0.6639801188095283,0.3496994142736116,0.28823460159192726,0.43410125307473435,0.15180495393567545
Subject22,Subject22_2.edf,5,1.8533120220350468e-10,3.1534053472855595e-10,1.0982105915607303e-10,0.587717663265324,0.3482617902281628,0.2555647861247434,0.4348427860834415,0.15143912714922136
Subject22,Subject22_2.edf,6,1.7716140371834195e-10,3.038754433610797e-10,1.0471487207707249e-10,0.5830066482464332,0.3445980067321371,0.25672842953694497,0.4403524905061245,0.15174459048794284
Subject22,Subject22_2.edf,7,2.10161753478964e-10,3.102462817528583e-10,1.1701347380568793e-10,0.6774029725403076,0.3771631786997553,0.27274872207898,0.4026388030984771,0.1518605308444865
Subject22,Subject22_2.edf,8,1.6894657073529968e-10,2.847684186016141e-10,1.094439324249897e-10,0.5932770619892823,0.3843260884139677,0.2548624796655848,0.429584246542451,0.16510043311792172
Subject22,Subject22_2.edf,9,1.8883924215008285e-10,3.2252851819912704e-10,1.2477982399128646e-10,0.5854962631040729,0.38687997169369126,0.25275015042960924,0.43168533491507954,0.1670104101525276
Subject22,Subject22_2.edf,10,1.7365161333553877e-10,2.6344832430172607e-10,1.122878473312138e-10,0.6591486728784671,0.4262234258989292,0.26355709888095336,0.3998446932010248,0.17042317496364706
Subject23,Subject23_2.edf,1,1.0309905935048093e-10,1.1592698297505562e-10,6.779056920854552e-11,0.889344798808963,0.5847695460437562,0.28278282085163226,0.31796758830809313,0.18593776227155157
Subject23,Subject23_2.edf,2,7.964886144221585e-11,9.693324420009027e-11,6.719776671287117e-11,0.8216877718216479,0.6932375705300967,0.24549658325981435,0.2987711289843812,0.2071193716016666
Subject23,Subject23_2.edf,3,1.0621322789231178e-10,1.1051234794629647e-10,7.189075258434205e-11,0.9610982832789522,0.6505223526630471,0.29121133799368637,0.3029984997998007,0.19710729694314016
Subject23,Subject23_2.edf,4,1.081611803497639e-10,1.0784774011706792e-10,6.794358586293407e-11,1.0029063217491228,0.629995452748308,0.2953439828425913,0.2944881056562645,0.18552616745190992
Subject23,Subject23_2.edf,5,9.95355489507863e-11,1.0956999301450974e-10,7.050446506515958e-11,0.9084197800177406,0.6434650867945485,0.2727209529717848,0.3002146793484162,0.19317766470392617
Subject23,Subject23_2.edf,6,9.92210536637677e-11,1.0927687521793454e-10,6.691381606118629e-11,0.9079785038315547,0.6123328099173573,0.27937523427545913,0.3076892603696353,0.18840822938353216
Subject23,Subject23_2.edf,7,1.0908533031584683e-10,1.0670936119870543e-10,6.766639382782296e-11,1.022265798337196,0.6341186290284331,0.30153411351115644,0.2949664500187992,0.18704372089530477
Subject23,Subject23_2.edf,8,1.171155892129876e-10,1.0245829480812091e-10,6.564860238136256e-11,1.143056200889505,0.6407348717281132,0.31436143097105607,0.27501835056441304,0.17621384757176645
Subject23,Subject23_2.edf,9,1.2221192660806514e-10,1.10297469903762e-10,6.758075162746711e-11,1.1080211242805378,0.6127135254002964,0.32928898270910156,0.29718655673005884,0.18209022287564952
Subject23,Subject23_2.edf,10,9.571975535180797e-11,1.0423116910426241e-10,6.456591311167617e-11,0.9183409931443781,0.6194491884389295,0.28667225380817424,0.3121631898698273,0.19336923462537195
Subject24,Subject24_2.edf,1,8.463008543283499e-11,7.034579110994766e-11,1.1082586494757786e-10,1.2030582654271604,1.5754441480992298,0.15237640226204083,0.12665754156797862,0.19954188267590686
Subject24,Subject24_2.edf,2,7.461309448936424e-11,6.04073428959249e-11,9.912540806522438e-11,1.2351659734134353,1.6409496480586205,0.14651756140317565,0.11862175979335632,0.19465233498500228
Subject24,Subject24_2.edf,3,8.470865268211575e-11,6.728470113598213e-11,1.0021647179650492e-10,1.2589585931416991,1.4894392054141372,0.16030331256214525,0.12733009126385356,0.18965042995734363
Subject24,Subject24_2.edf,4,8.124214249441171e-11,6.566172893268495e-11,9.778109485880463e-11,1.2372830233833696,1.489164182061788,0.16829592853942563,0.1360205590465614,0.20255694455615975
Subject24,Subject24_2.edf,5,7.662843519137487e-11,6.200316509673153e-11,1.0072707674349694e-10,1.2358794115078862,1.6245473370004901,0.1484156459526632,0.1200890997703267,0.1950904272346704
Subject24,Subject24_2.edf,6,7.11819708661945e-11,6.031760598561946e-11,8.492968492661257e-11,1.180119298553813,1.4080413759601296,0.15358400458082377,0.1301427785894482,0.1832464170363611
Subject24,Subject24_2.edf,7,5.7622267896343116e-11,4.596113565150042e-11,9.736113909622545e-11,1.2537172347799028,2.1183362359551934,0.1258515496786709,0.10038272282407035,0.21264435922207467
Subject24,Subject24_2.edf,8,8.598888268760821e-11,6.151891534465018e-11,9.645547207381131e-11,1.3977633091524588,1.567899426272952,0.182618603196065,0.13065059155601727,0.20484698754290126
Subject24,Subject24_2.edf,9,9.031041441020184e-11,7.392102727840956e-11,9.623145228232711e-11,1.2217148183028457,1.3018143257112695,0.17715140767615908,0.14500225831937627,0.18876601714065014
Subject24,Subject24_2.edf,10,8.109898904796208e-11,6.665604912493227e-11,9.915079271704567e-11,1.2166786077578593,1.4874987944636362,0.15436016305521688,0.12687012171577303,0.18871915310566717
Subject25,Subject25_2.edf,1,2.495505126879522e-10,3.6716097692763963e-10,1.435996013974207e-10,0.6796760232423441,0.3911080164320443,0.253229965394267,0.37257451599697783,0.14571687992470694
Subject25,Subject25_2.edf,2,2.3234881701624183e-10,3.492788037616057e-10,1.4241042417110305e-10,0.6652244983489681,0.4077270725775357,0.2475039518245039,0.3720607891603333,0.1516992563852304
Subject25,Subject25_2.edf,3,2.3137952564426356e-10,3.2807022735356325e-10,1.3519072799904185e-10,0.7052743783266394,0.4120786244139917,0.25113593509486004,0.35608260105905826,0.1467340284221729
Subject25,Subject25_2.edf,4,2.3275191497947356e-10,3.716969644694695e-10,1.406624129790989e-10,0.6261872902612616,0.37843304203430655,0.23989920206380386,0.38311094107916444,0.14498183886921417
Subject25,Subject25_2.edf,5,2.383192448733341e-10,3.68946919373995e-10,1.3477187833243864e-10,0.6459445312016661,0.36528798928884065,0.2546140726751685,0.39417327707923133,0.14398676381566547
Subject25,Subject25_2.edf,6,2.4257058002114596e-10,3.447835721992588e-10,1.5420687282926804e-10,0.7035444829168326,0.4472570193690903,0.2365146629256017,0.3361758476806371,0.15035700761751905
Subject25,Subject25_2.edf,7,2.588792160262629e-10,3.838105128975503e-10,1.4549515544238282e-10,0.6744974598842345,0.3790806936057521,0.23795238813941239,0.3527847060836266,0.13373387107568258
Subject25,Subject25_2.edf,8,2.686587967194815e-10,3.6389384545212724e-10,1.58252798293709e-10,0.7382889270514619,0.4348872625121885,0.26964351583257706,0.36522763101630773,0.15883284464649372
Subject25,Subject25_2.edf,9,2.625624197012326e-10,3.8565361513912137e-10,1.569665629786274e-10,0.6808244740724533,0.4070143694154222,0.2545374941646004,0.3738665454284368,0.15216905623307747
Subject25,Subject25_2.edf,10,2.367667568406951e-10,3.392966324455512e-10,1.5521645837834586e-10,0.697816406647332,0.457465366689881,0.2411827663626737,0.34562495817695005,0.15811144822959325
Subject26,Subject26_2.edf,1,4.462548647768359e-11,1.2844749421810198e-10,7.185912570173516e-11,0.3474220088864495,0.5594435776202796,0.11134533678264065,0.3204901645106556,0.17929616422595318
Subject26,Subject26_2.edf,2,6.475092660817475e-11,1.1190633256776608e-10,1.6924311294776273e-10,0.5786171803008926,1.512364037533584,0.07404568009955913,0.12797006832920843,0.1935373292218103
Subject26,Subject26_2.edf,3,5.922775822008498e-11,1.55190233945761e-10,7.683523216333624e-11,0.38164616879683994,0.4951035268765054,0.13290738015808679,0.34824764670659325,0.17241863811087754
Subject26,Subject26_2.edf,4,5.869107506507338e-11,1.4926104093503198e-10,7.789990515652133e-11,0.39321094571904747,0.5219038046936064,0.1385262870947757,0.352295094027606,0.1838641499478994
Subject26,Subject26_2.edf,5,6.724912869523818e-11,1.4645568328483975e-10,7.85110594297657e-11,0.4591773237262922,0.5360738324990131,0.14566988203981562,0.31724101891113193,0.17006460883358238
Subject26,Subject26_2.edf,6,6.446114952038709e-11,1.4568090940405207e-10,5.742778558551549e-11,0.4424817897148171,0.39420254733746296,0.17575850283777192,0.39721070318181817,0.15658147102397763
Subject26,Subject26_2.edf,7,6.01405550860535e-11,1.4828521495055946e-10,5.562613315040356e-11,0.4055735098479324,0.3751293287665271,0.16829990756878258,0.41496770248107606,0.15566655569151397
Subject26,Subject26_2.edf,8,6.1690957101035e-11,1.4975378414756816e-10,6.529629948305224e-11,0.4119492368903641,0.43602437063432686,0.14686380178650082,0.3565094643580735,0.15544681482190997
Subject26,Subject26_2.edf,9,6.773920338880332e-11,1.5348777582014673e-10,6.817937037762353e-11,0.44133288808731247,0.4442006538521639,0.16235645336916987,0.3678775313410352,0.16341143995920773
Subject26,Subject26_2.edf,10,6.683299744008173e-11,1.5257990899408018e-10,7.896399966057216e-11,0.43801964413725486,0.5175255391169215,0.14311855740056195,0.3267400430920292,0.16909631695228858
Subject27,Subject27_2.edf,1,2.432017675239813e-10,2.331880702279702e-10,2.907443855942711e-10,1.0429425797221166,1.246823584542865,0.22808378816938757,0.2186925652514433,0.2726710481196789
Subject27,Subject27_2.edf,2,2.378429612639115e-10,2.1837417090218778e-10,2.8227819611174796e-10,1.0891533567421945,1.2926354565906217,0.2391138487946034,0.2195410291070721,0.28378651840019514
Subject27,Subject27_2.edf,3,2.0494754631619113e-10,1.9828437341330001e-10,2.6609851016715606e-10,1.0336041251672543,1.3420044433481684,0.22500763758444908,0.21769227899321622,0.29214400569148535
Subject27,Subject27_2.edf,4,1.8263765807102559e-10,1.723760051322953e-10,2.3398265501223673e-10,1.0595306343876263,1.3573969000654094,0.2257219156459717,0.21303953686665367,0.28917920693416616
Subject27,Subject27_2.edf,5,2.0818761869951042e-10,1.946510023998997e-10,2.6777882182590204e-10,1.0695430084238686,1.3756868370796533,0.2296278526481429,0.21469716583584034,0.295356064998673
Subject27,Subject27_2.edf,6,2.3214314292748449e-10,2.204496574457203e-10,3.079776101684086e-10,1.0530437906651926,1.3970428157468997,0.2275992902716341,0.21613468716990672,0.3019494119444218
Subject27,Subject27_2.edf,7,2.100112327862522e-10,1.993160383343827e-10,2.6360953968362394e-10,1.0536594773869963,1.322570636495289,0.23178960994123457,0.21998531301218588,0.29094611545014204
Subject27,Subject27_2.edf,8,1.9321133717429475e-10,1.7806643460819272e-10,2.576469192844534e-10,1.0850519784900845,1.4469145734925568,0.22988113608184563,0.21186186527371634,0.3065460204318568
Subject27,Subject27_2.edf,9,2.312543653899558e-10,2.1652301660098746e-10,2.8378201272925677e-10,1.068035948418895,1.310632085143241,0.23696830293735155,0.22187296531372,0.2907938271660348
Subject27,Subject27_2.edf,10,2.1330147180522606e-10,2.0450710433410123e-10,2.6088511951811e-10,1.043002747996263,1.2756775387709982,0.22692945586370758,0.21757320994567567,0.2775532569660052
Subject28,Subject28_2.edf,1,3.6673799681341895e-11,4.804636825769207e-11,4.5195149886966074e-11,0.7633001413269261,0.9406569429882033,0.14833964775748112,0.19433986675229284,0.18280714495994657
Subject28,Subject28_2.edf,2,3.676205748321609e-11,4.9576023277424684e-11,4.63910977839012e-11,0.7415289701131866,0.9357567371690784,0.14424562207276248,0.19452459429972763,0.1820276996610518
Subject28,Subject28_2.edf,3,4.636216219859553e-11,4.703007235244155e-11,4.72633459896242e-11,0.9857982324832348,1.0049600952223614,0.17995731734319764,0.18254984784247738,0.18345531247060362
Subject28,Subject28_2.edf,4,4.006339508458648e-11,4.207719629013788e-11,4.175525510325962e-11,0.9521403186736708,0.9923487966104405,0.18527341114692325,0.1945862469147496,0.1930974279627938
Subject28,Subject28_2.edf,5,4.478644618227317e-11,5.600613928903587e-11,3.744417017074675e-11,0.7996702995566213,0.6685726001841563,0.2021679645267777,0.2528141468288495,0.169024611508703
Subject28,Subject28_2.edf,6,3.5795175147620974e-11,4.805893475400357e-11,3.790304791508682e-11,0.7448183221464151,0.7886784863022644,0.180561657079173,0.24242375853326348,0.1911944029237199
Subject28,Subject28_2.edf,7,3.768313630061103e-11,4.6878676717749066e-11,3.003259456538327e-11,0.8038438569308752,0.640645100675643,0.19043056487914645,0.236899944233227,0.15176878862334992
Subject28,Subject28_2.edf,8,4.6187667551650403e-11,4.680061987837541e-11,4.1953600013987603e-11,0.9869029015359638,0.8964325712568731,0.1994051426467365,0.2020514301218416,0.1811254830302509
Subject28,Subject28_2.edf,9,4.169297711437041e-11,4.6151351439469707e-11,4.4922340335785574e-11,0.9033966680055573,0.9733699866775071,0.1759147138866151,0.19472588301104177,0.18954033015222352
